parkcode,quarter,restype,nightsinpark,nightsinhalo,VMTinPark,VMTimHalo,parkVMT_Sun,haloVMT_Sun,parkVMT_Mon,haloVMT_Mon,parkVMT_Tue,haloVMT_Tue,parkVMT_Wed,haloVMT_Wed,parkVMT_Thu,haloVMT_Thu,parkVMT_Fri,haloVMT_Fri,parkVMT_Sat,haloVMT_Sat
zion,3,2,9,15,44.60155990,7247.71415081,6.48506665,1053.81761091,6.50647539,1057.29651361,6.46722602,1050.91852532,6.32628510,1028.01574918,6.21388917,1009.75150998,6.22459354,1011.49096133,6.37802290,1036.42309738
zion,3,2,10,0,4752.62564828,75557.01736458,706.41299886,11230.52038411,711.59768142,11312.94622179,702.09243006,11161.83218604,667.95993653,10619.19542131,640.74035309,10186.45977348,643.33269437,10227.67269232,680.48958605,10818.39119570
zion,3,2,10,1,1544.51945602,84862.96073162,226.01468587,12418.28022109,227.17307549,12481.92744318,226.65823566,12453.63978892,224.72758629,12347.56108544,214.17336975,11767.66417306,208.38142165,11449.42806261,217.39111870,11944.46201220
zion,3,2,10,2,799.01490438,54354.30850731,114.93522097,7818.65823103,115.91862393,7885.55584156,115.48838513,7856.28813695,115.67277319,7868.83143893,114.56644486,7793.57162708,110.63283302,7525.98118494,111.80062403,7605.42209745
zion,3,2,10,3,400.57843855,30347.03284636,57.22549061,4335.29036019,57.22549061,4335.29036019,57.22549061,4335.29036019,57.22549061,4335.29036019,57.22549061,4335.29036019,57.22549061,4335.29036019,57.22549061,4335.29036019
zion,3,2,10,4,212.64145152,17700.52357691,30.91806672,2573.65610052,30.19508579,2513.47432100,29.96826825,2494.59376272,30.06750092,2502.85400697,30.02497263,2499.31390229,30.28014237,2520.55453036,31.18741256,2596.07676348
zion,3,2,10,5,121.81182301,11077.44284634,18.12712151,1648.46192672,17.59419479,1599.99811536,17.08410780,1553.61132447,17.01558865,1547.38026301,17.04604160,1550.14962366,17.16024018,1560.53472610,17.78452576,1617.30661942
zion,3,2,10,6,76.57662425,7567.29720160,11.33784445,1120.40507636,11.31081740,1117.73426569,10.92342979,1079.45264607,10.65315936,1052.74453937,10.59910528,1047.40291803,10.69820443,1057.19589049,11.05406050,1092.36156432
zion,3,2,10,7,52.10276196,5565.58555840,7.62726562,814.73990564,7.66200079,818.45029610,7.59831964,811.64791359,7.36964640,787.22117638,7.18728673,767.74162645,7.20465431,769.59682168,7.45358974,796.18795333
zion,3,2,10,8,28.80595372,3309.39746060,4.17837920,480.03678869,4.19202413,481.60439795,4.18595971,480.90768272,4.16321817,478.29500064,4.03889775,464.01233856,3.97067312,456.17429230,4.07680032,468.36680871
zion,3,2,10,9,19.11862225,2351.32789677,2.74352242,337.41556921,2.75881732,339.29663162,2.75212580,338.47366682,2.75499360,338.82636602,2.73778684,336.71017081,2.67660724,329.18592118,2.69476993,331.41968279
zion,3,2,10,10,13.73281436,1800.40509996,1.96183060,257.20072581,1.96183060,257.20072581,1.96183060,257.20072581,1.96183060,257.20072581,1.96183060,257.20072581,1.96183060,257.20072581,1.96183060,257.20072581
zion,3,2,10,11,10.65683485,1483.65775621,1.54088145,214.52342520,1.51617697,211.08403674,1.50842654,210.00501291,1.51181735,210.47708584,1.51036415,210.27476887,1.51908338,211.48867068,1.55008508,215.80476600
zion,3,2,10,12,8.19708179,1207.70687134,1.20497105,177.53291387,1.18002341,173.85728418,1.15614495,170.33918148,1.15293740,169.86660052,1.15436298,170.07663650,1.15970890,170.86427144,1.18893328,175.17000907
zion,3,2,10,13,6.15799779,957.16037260,0.90240328,140.26387966,0.90086378,140.02458957,0.87879762,136.59476481,0.86340263,134.20186382,0.86032363,133.72328363,0.86596846,134.60068066,0.88623854,137.75133363
zion,3,2,10,14,5.38284354,880.18821358,0.78266543,127.97936302,0.78524920,128.40185335,0.78051229,127.62728774,0.76350251,124.84589306,0.74993774,122.62781882,0.75122963,122.83906398,0.76974661,125.86691136
zion,3,2,10,15,32.59005593,5592.31054334,4.70800962,807.87378540,4.71929080,809.80958520,4.71427694,808.94922973,4.69547499,805.72289673,4.59269096,788.08560961,4.53628510,778.40661058,4.62402756,793.46283129
zion,3,2,11,0,3847.55740593,65163.95866448,563.02591403,9535.65951547,565.91158216,9584.53248565,564.62906299,9562.81116557,559.81961612,9481.35621527,533.52797321,9036.06915361,519.09963259,8791.70430270,541.54371800,9171.82740412
zion,3,2,11,1,1186.33531343,68552.74324678,170.64977217,9861.04846084,172.10987717,9945.42106799,171.47108123,9908.50805236,171.74485092,9924.32791620,170.10223279,9829.40873315,164.26181278,9491.91830455,165.99568747,9592.11077554
zion,3,2,11,2,600.86100271,42947.69590643,85.83728518,6135.38506378,85.83728518,6135.38506378,85.83728518,6135.38506378,85.83728518,6135.38506378,85.83728518,6135.38506378,85.83728518,6135.38506378,85.83728518,6135.38506378
zion,3,2,11,3,298.07701880,23716.87885910,43.34039807,3448.43414918,42.32693622,3367.79676192,42.00898740,3342.49875808,42.14809001,3353.56663476,42.08847460,3348.82325904,42.44616702,3377.28351336,43.71796229,3478.47552875
zion,3,2,11,4,157.40187933,13757.83483748,23.42336664,2047.33775099,22.73473344,1987.14722492,22.07561308,1929.53629283,21.98707453,1921.79751091,22.02642500,1925.23696954,22.17398926,1938.13493941,22.98067387,2008.64384138
zion,3,2,11,5,89.91534997,8584.77432791,13.31276040,1271.05153665,13.28102558,1268.02161642,12.82615971,1224.59275978,12.50881142,1194.29355748,12.44534177,1188.23371702,12.56170280,1199.34342453,12.97954471,1239.23737423
zion,3,2,11,6,56.43258719,5854.41357201,8.26110394,857.02111866,8.29872566,860.92406113,8.22975250,853.76866659,7.98207614,828.07429529,7.78456208,807.58384729,7.80337294,809.53531853,8.07299531,837.50640628
zion,3,2,11,7,38.35654015,4301.04201118,5.56371683,623.87743378,5.58188572,625.91476938,5.57381066,625.00928689,5.54352918,621.61372756,5.37799044,603.05133657,5.28714600,592.86465859,5.42845957,608.71060212
zion,3,2,11,8,21.19228580,2555.70890189,3.04109316,366.74424484,3.05804699,368.78881206,3.05062969,367.89431390,3.05380853,368.27767025,3.03473547,365.97753213,2.96692015,357.79926326,2.98705283,360.22718683
zion,3,2,11,9,14.06002985,1815.08774918,2.00857567,259.29824711,2.00857567,259.29824711,2.00857567,259.29824711,2.00857567,259.29824711,2.00857567,259.29824711,2.00857567,259.29824711,2.00857567,259.29824711
zion,3,2,11,10,10.09663089,1389.41728471,1.45988105,200.89710966,1.43647522,197.67618775,1.42913222,196.66570245,1.43234478,197.10778977,1.43096797,196.91832377,1.43922885,198.05511974,1.46860087,202.09706096
zion,3,2,11,11,7.83361268,1144.73712235,1.15154109,168.27636057,1.12769966,164.79237795,1.10488000,161.45770887,1.10181468,161.00976825,1.10317704,161.20885297,1.10828592,161.95542067,1.13621446,166.03665746
zion,3,2,11,12,6.02461524,931.67352050,0.88285718,136.52899379,0.88135103,136.29607540,0.85976282,132.95757854,0.84470128,130.62839468,0.84168897,130.16255791,0.84721154,131.01659199,0.86704256,134.08335074
zion,3,2,11,13,4.52544500,738.30139420,0.65799969,107.34902000,0.66017190,107.70340466,0.65618951,107.05369945,0.64188910,104.72066711,0.63048498,102.86014764,0.63157109,103.03733997,0.64713862,105.57709670
zion,3,2,11,14,3.95544098,678.86236998,0.57140909,98.06950246,0.57277828,98.30449328,0.57216975,98.20005292,0.56988777,97.80840155,0.55741291,95.66737407,0.55056696,94.49241997,0.56121622,96.32012635
zion,3,2,11,15,23.94089722,4311.85063520,3.43152859,618.03192316,3.44571579,620.58709390,3.43950889,619.46920670,3.44216899,619.94830121,3.42620840,617.07373413,3.36945960,606.85305116,3.38630690,609.88731642
zion,3,2,12,0,3303.95037116,59245.92049156,475.26055383,8522.29780172,479.32695429,8595.21585778,477.54790409,8563.31420825,478.31035418,8576.98634377,473.73565366,8494.95353070,457.47005182,8203.28130647,462.29890236,8289.87149804
zion,3,2,12,1,965.55832054,58379.46140465,137.93690146,8339.92296848,137.93690146,8339.92296848,137.93690146,8339.92296848,137.93690146,8339.92296848,137.93690146,8339.92296848,137.93690146,8339.92296848,137.93690146,8339.92296848
zion,3,2,12,2,479.10972098,35801.41358742,69.66255268,5205.52547986,68.03357965,5083.80067496,67.52252929,5045.61250088,67.74611382,5062.31982704,67.65029188,5055.15954440,68.22522354,5098.12124025,70.26942499,5250.87393658
zion,3,2,12,3,235.30532320,19565.55013032,35.01637263,2911.59836369,33.98691186,2825.99908378,33.00157084,2744.06834444,32.86921160,2733.06272274,32.92803793,2737.95411016,33.14863666,2756.29681300,34.35457642,2856.57025518
zion,3,2,12,4,123.64137879,11291.38517833,18.30619636,1671.78913896,18.26255822,1667.80394435,17.63707833,1610.68282160,17.20069701,1570.83087550,17.11342075,1562.86048628,17.27342723,1577.47286652,17.84799597,1629.94459555
zion,3,2,12,5,70.44411841,7026.39093066,10.31223647,1028.58558615,10.35919922,1033.26984688,10.27310085,1024.68203553,9.96392943,993.84398570,9.71737501,969.25161685,9.74085639,971.59374722,10.07742274,1005.16428248
zion,3,2,12,6,44.14437705,4783.98111994,6.40325777,693.92901920,6.42416826,696.19511542,6.41487471,695.18796155,6.38002389,691.41113452,6.18950606,670.76448010,6.08495359,659.43399902,6.24759076,677.05919181
zion,3,2,12,7,29.97501099,3511.01339216,4.30141428,503.83044571,4.32539429,506.63925655,4.31490304,505.41040181,4.31939929,505.93705384,4.29242178,502.77714164,4.19650174,491.54189825,4.22497800,494.87736113
zion,3,2,12,8,16.55134124,2084.92570537,2.36447729,297.84652615,2.36447729,297.84652615,2.36447729,297.84652615,2.36447729,297.84652615,2.36447729,297.84652615,2.36447729,297.84652615,2.36447729,297.84652615
zion,3,2,12,9,10.97707667,1480.16918448,1.58718551,214.01900944,1.56173865,210.58770812,1.55375532,209.51122144,1.55724802,209.98218436,1.55575115,209.78034311,1.56473239,210.99139063,1.59666571,215.29733738
zion,3,2,12,10,7.88082493,1132.74769369,1.15848129,166.51391452,1.13449617,163.06642146,1.11153898,159.76667811,1.10845518,159.32342901,1.10982576,159.52042861,1.11496543,160.25917712,1.14306228,164.29766898
zion,3,2,12,11,6.11335670,933.08746955,0.89586150,136.73619624,0.89433316,136.50292437,0.87242697,133.15936086,0.85714357,130.82664213,0.85408690,130.36009838,0.85969081,131.21542858,0.87981394,134.28684158
zion,3,2,12,12,4.70096897,759.30385070,0.68352087,110.40277710,0.68577734,110.76724294,0.68164048,110.09905557,0.66678542,107.69965546,0.65493898,105.78620981,0.65606721,105.96844273,0.67223855,108.58044791
zion,3,2,12,13,3.53080946,601.63932016,0.51006617,86.91374187,0.51128837,87.12200164,0.51074517,87.02944174,0.50870816,86.68234213,0.49757253,84.78486427,0.49146152,83.74356545,0.50096754,85.36336362
zion,3,2,12,14,3.08582897,553.15218433,0.44230215,79.28514626,0.44413079,79.61294015,0.44333076,79.46953033,0.44367363,79.53099168,0.44161641,79.16222356,0.43430185,77.85104801,0.43647336,78.24030325
zion,3,2,12,15,18.67231653,3512.38563948,2.66747376,501.76937169,2.66747376,501.76937169,2.66747376,501.76937169,2.66747376,501.76937169,2.66747376,501.76937169,2.66747376,501.76937169,2.66747376,501.76937169
zion,3,2,13,0,2933.13923110,55404.14207089,419.01988567,7914.87735393,419.01988567,7914.87735393,419.01988567,7914.87735393,419.01988567,7914.87735393,419.01988567,7914.87735393,419.01988567,7914.87735393,419.01988567,7914.87735393
zion,3,2,13,1,811.68237615,51132.43718026,118.01861623,7434.65628638,115.25889618,7260.80600183,114.39310165,7206.26473609,114.77188676,7230.12653985,114.60955029,7219.90005253,115.58356913,7281.25897649,119.04674723,7499.42403945
zion,3,2,13,2,394.84270749,30717.50341009,58.75752910,4571.14837404,57.03009229,4436.75929962,55.37668849,4308.12975697,55.15458947,4290.85116169,55.25330014,4298.53053737,55.62346517,4327.32819617,57.64703401,4484.75539763
zion,3,2,13,3,192.07829761,16621.95823629,28.43888564,2461.02748324,28.37109330,2455.16090997,27.39940313,2371.07335989,26.72147975,2312.40762728,26.58589508,2300.67448075,26.83446698,2322.18524938,27.72706609,2399.42846399
zion,3,2,13,4,100.45810335,9546.24055479,14.70595049,1397.46358172,14.77292256,1403.82774224,14.65014043,1392.16011462,14.20924096,1350.26272450,13.85763759,1316.85088175,13.89112363,1320.03296201,14.37109013,1365.64277910
zion,3,2,13,5,57.09439342,5925.15310036,8.28169164,859.45901049,8.30873635,862.26566184,8.29671648,861.01826124,8.25164196,856.34050901,8.00523459,830.76879679,7.87001103,816.73554009,8.08035878,838.56505052
zion,3,2,13,6,35.72738518,4028.14752814,5.12688002,578.03919774,5.15546193,581.26171592,5.14295734,579.85186422,5.14831645,580.45608638,5.11616180,576.83075343,5.00183416,563.94068073,5.03577518,567.76742106
zion,3,2,13,7,24.23747990,2953.46161193,3.46249709,421.92308290,3.46249709,421.92308290,3.46249709,421.92308290,3.46249709,421.92308290,3.46249709,421.92308290,3.46249709,421.92308290,3.46249709,421.92308290
zion,3,2,13,8,13.37562940,1752.78651889,1.93399443,253.43699792,1.90298729,249.37372005,1.89325956,248.09896621,1.89751544,248.65667102,1.89569149,248.41765467,1.90663519,249.85175274,1.94554611,254.95076810
zion,3,2,13,9,8.86794677,1243.92987044,1.30358820,182.85769485,1.27659880,179.07182125,1.25076608,175.44819938,1.24729602,174.96144420,1.24883827,175.17777983,1.25462171,175.98903846,1.28623787,180.42391896
zion,3,2,13,10,6.36516712,951.72720913,0.93276222,139.46769481,0.93117093,139.22976301,0.90836241,135.81940709,0.89244950,133.44008901,0.88926691,132.96422539,0.89510165,133.83664202,0.91605366,136.96941083
zion,3,2,13,11,4.93679940,783.83334675,0.71781062,113.96936574,0.72018028,114.34560573,0.71583590,113.65583241,0.70023561,111.17891909,0.68779488,109.20365911,0.68897971,109.39177911,0.70596230,112.08816575
zion,3,2,13,12,3.79574941,637.75942121,0.54833980,92.13170724,0.54965371,92.35247012,0.54906975,92.25435329,0.54687990,91.88641516,0.53490869,89.87502006,0.52833912,88.77120567,0.53855845,90.48825027
zion,3,2,13,13,2.85063991,505.27956105,0.40859172,72.42340361,0.41028099,72.72282853,0.40954193,72.59183013,0.40985867,72.64797230,0.40795824,72.31111926,0.40120117,71.11341956,0.40320718,71.46898666
zion,3,2,13,14,2.49118680,464.51891545,0.35588383,66.35984435,0.35588383,66.35984435,0.35588383,66.35984435,0.35588383,66.35984435,0.35588383,66.35984435,0.35588383,66.35984435,0.35588383,66.35984435
zion,3,2,13,15,15.07028875,2948.79923693,2.17271997,425.13551655,2.14621705,419.94969705,2.13790241,418.32277328,2.14154006,419.03455243,2.13998107,418.72950422,2.14933504,420.55979346,2.18259361,427.06748852
zion,3,2,14,0,2650.51289435,52512.13125197,385.38457071,7635.26380226,376.37282697,7456.72255792,373.54561324,7400.70961851,374.78251925,7425.21527950,374.25241667,7414.71285336,377.43303211,7477.72741019,388.74188701,7701.77916780
zion,3,2,14,1,693.90602799,45384.17527934,103.26188848,6753.73243280,100.22604968,6555.17667039,97.32031825,6365.13044066,96.92999612,6339.60184263,97.10347262,6350.94788620,97.75400951,6393.49554957,101.31027782,6626.08944268
zion,3,2,14,2,331.14384938,26727.99578297,49.02876681,3957.31545337,48.91189251,3947.88204347,47.23669428,3812.66983489,46.06795133,3718.33573588,45.83420274,3699.46891608,46.26274182,3734.05808572,47.80158671,3858.26464941
zion,3,2,14,3,159.63842337,14328.10904742,23.36929199,2097.47601412,23.47571760,2107.02808705,23.28060397,2089.51595334,22.57996865,2026.63147322,22.02123416,1976.48309034,22.07444697,1981.25912681,22.83716390,2049.71564947
zion,3,2,14,4,83.12600905,8191.42574081,12.05764582,1188.18780586,12.09702129,1192.06795472,12.07952108,1190.34344412,12.01389529,1183.87652936,11.65514095,1148.52406198,11.45826357,1129.12331769,11.76451727,1159.30225325
zion,3,2,14,5,47.13459565,5072.00831854,6.76381480,727.83322828,6.80152247,731.89083513,6.78502537,730.11563213,6.79209556,730.87643342,6.74967442,726.31162571,6.59884370,710.08119832,6.64362157,714.89960645
zion,3,2,14,6,29.45538813,3443.31956011,4.20791254,491.90278903,4.20791254,491.90278903,4.20791254,491.90278903,4.20791254,491.90278903,4.20791254,491.90278903,4.20791254,491.90278903,4.20791254,491.90278903
zion,3,2,14,7,19.96546027,2522.40200343,2.88682407,364.71640123,2.84054050,358.86901473,2.82602017,357.03454053,2.83237282,357.83712299,2.82965025,357.49315908,2.84598563,359.55694255,2.90406697,366.89483934
zion,3,2,14,8,11.01223276,1496.13021464,1.61879825,219.93114624,1.58528276,215.37770636,1.55320365,211.01941390,1.54889451,210.43397163,1.55080968,210.69416819,1.55799157,211.66990531,1.59725258,217.00393489
zion,3,2,14,9,7.29876219,1061.43412231,1.06957280,155.54432911,1.06774811,155.27897057,1.04159421,151.47549821,1.02334731,148.82191284,1.01969793,148.29119576,1.02638846,149.26417706,1.05041355,152.75806447
zion,3,2,14,10,5.23774392,811.91725329,0.76156795,118.05276565,0.76408206,118.44248592,0.75947285,117.72799875,0.74292158,115.16234030,0.72972246,113.11630887,0.73097952,113.31116901,0.74899736,116.10416429
zion,3,2,14,11,4.06174253,668.57571696,0.58676557,96.58347674,0.58817156,96.81490680,0.58754668,96.71204899,0.58520337,96.32633223,0.57239325,94.21774728,0.56536332,93.06059700,0.57629878,94.86060855
zion,3,2,14,12,3.12257281,543.91108801,0.44756877,77.96058913,0.44941918,78.28290681,0.44860963,78.14189282,0.44895658,78.20232739,0.44687486,77.83972000,0.43947321,76.55044927,0.44167057,76.93320152
zion,3,2,14,13,2.34486667,430.88390075,0.33498095,61.55484230,0.33498095,61.55484230,0.33498095,61.55484230,0.33498095,61.55484230,0.33498095,61.55484230,0.33498095,61.55484230,0.33498095,61.55484230
zion,3,2,14,14,2.04904127,396.09360388,0.29541523,57.10577267,0.29181175,56.40919425,0.29068124,56.19065984,0.29117584,56.28626864,0.29096387,56.24529344,0.29223569,56.49114465,0.29675771,57.36528228
zion,3,2,14,15,12.39260109,2513.80678643,1.80973283,367.09958045,1.78081676,361.23403134,1.75313995,355.61986291,1.74942217,354.86572088,1.75107452,355.20089512,1.75727082,356.45779850,1.79114393,363.32887031
zion,3,2,15,0,16759.41994077,346993.47121101,2494.01112419,51636.96478041,2420.68866359,50118.86837780,2350.50859416,48665.83324958,2341.08142065,48470.64942638,2345.27127554,48557.39779225,2360.98323138,48882.70416424,2446.87525666,50661.04566444
zion,3,2,15,1,4147.43077465,280785.30638536,614.06369672,41572.74047258,612.59989768,41473.63978016,591.61877812,40053.19652206,576.98078774,39062.18959780,574.05318966,38863.98821295,579.42045280,39227.35741851,598.69380681,40532.18320211
zion,3,2,15,2,1943.00309929,162230.09076861,284.43407170,23748.68330702,285.72940713,23856.83670348,283.35462551,23658.55547663,274.82700059,22946.54561657,268.02648957,22378.74028514,268.67415729,22432.81698337,277.95739454,23207.91632470
zion,3,2,15,3,928.67514905,86197.37013804,134.70676810,12503.15480313,135.14666684,12543.98513449,134.95115629,12525.83832055,134.21799173,12457.78776828,130.21002548,12085.77808256,128.01053181,11881.62642576,131.43196641,12199.19566967
zion,3,2,15,4,481.58048544,49068.63165288,69.10680294,7041.34897663,69.49206735,7080.60388382,69.32351417,7063.42986193,69.39575125,7070.79015702,68.96232879,7026.62838644,67.42127116,6869.60875769,67.87877265,6916.22395998
zion,3,2,15,5,272.47661411,30314.08824764,38.92523017,4330.58398900,38.92523017,4330.58398900,38.92523017,4330.58398900,38.92523017,4330.58398900,38.92523017,4330.58398900,38.92523017,4330.58398900,38.92523017,4330.58398900
zion,3,2,15,6,170.06271915,20552.92369176,24.58952333,2971.76594113,24.19528702,2924.12052680,24.07160505,2909.17294583,24.12571591,2915.71251250,24.10252554,2912.90984107,24.24166777,2929.72586966,24.73639568,2989.51619353
zion,3,2,15,7,115.17985421,15043.46093010,16.93143893,2211.38880384,16.58089154,2165.60435655,16.24536761,2121.78209987,16.20029723,2115.89552807,16.22032851,2118.51178220,16.29544581,2128.32273519,16.70608704,2181.95594487
zion,3,2,15,8,63.49758626,8918.19159256,9.30504235,1306.88669127,9.28916795,1304.65714332,9.06163493,1272.70028934,8.90289096,1250.40480982,8.87114216,1245.94571391,8.92934828,1254.12072307,9.13836118,1283.47643777
zion,3,2,15,9,42.07315285,6325.09607778,6.11743627,919.66894648,6.13763138,922.70499252,6.10060701,917.13890811,5.96765585,897.15160501,5.86163151,881.21236329,5.87172906,882.73038632,6.01646071,904.48871627
zion,3,2,15,10,30.18662568,4837.20852534,4.36080639,698.79058608,4.37125561,700.46500442,4.36661151,699.72081849,4.34919615,696.93012126,4.25399218,681.67430974,4.20174609,673.30221806,4.28301778,686.32547179
zion,3,2,15,11,23.40559557,3982.59637776,3.35480203,570.83881302,3.36867201,573.19887012,3.36260389,572.16634514,3.36520451,572.60885585,3.34960078,569.95379160,3.29412085,560.51356317,3.31059146,563.31613098
zion,3,2,15,12,17.99167102,3239.60236962,2.57023869,462.80033356,2.57023869,462.80033356,2.57023869,462.80033356,2.57023869,462.80033356,2.57023869,462.80033356,2.57023869,462.80033356,2.57023869,462.80033356
zion,3,2,15,13,13.50953736,2566.16502143,1.94770267,369.97021644,1.92394452,365.45730541,1.91649098,364.04149018,1.91975190,364.66090934,1.91835436,364.39544399,1.92673959,365.98823612,1.95655375,371.65149703
zion,3,2,15,14,11.80439573,2358.79641031,1.72383524,344.46289876,1.69629165,338.95904053,1.66992850,333.69106194,1.66638718,332.98342302,1.66796110,333.29792921,1.67386330,334.47732740,1.70612864,340.92470419
zion,3,2,15,15,71.37712763,14966.63743751,10.40033865,2180.78399761,10.38652372,2177.88722896,10.18850974,2136.36687833,10.05036046,2107.39919185,10.02273060,2101.60565455,10.07338534,2112.22713960,10.25528190,2150.36792680
